Name,CO2,H2O,x,y,z
OHAKIS_w_CO2_2H2O_2,1,2,1,1,1
TIXCIO_w_CO2_2H2O_1,1,2,1,1,1
TIXCIO_w_CO2_2H2O_2,1,2,1,1,1
TIXCIO_w_CO2_2H2O_3,1,2,1,1,1
TIXCIO_w_CO2_2H2O_4,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_1,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_2,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_3,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_4,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_5,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_6,1,2,2,1,1
NAVJAW01_w_CO2_2H2O_7,1,2,1,1,1
NAVJAW01_w_CO2_2H2O_random_1,1,2,2,1,1
NAVJAW01_w_CO2_2H2O_random_2,1,2,1,1,1
CANRIU_w_CO2_2H2O_1,1,2,1,1,1
CANRIU_w_CO2_2H2O_2,1,2,1,1,1
CANRIU_w_CO2_2H2O_3,1,2,1,1,1
CANRIU_w_CO2_2H2O_4,1,2,1,1,1
CANRIU_w_CO2_2H2O_5,1,2,1,1,1
CANRIU_w_CO2_2H2O_6,1,2,1,1,1
PUGSOB_w_CO2_2H2O_1,1,2,1,1,1
PUGSOB_w_CO2_2H2O_2,1,2,1,1,1
PUGSOB_w_CO2_2H2O_3,1,2,1,1,1
PUGSOB_w_CO2_2H2O_4,1,2,1,1,1
TEZKAM_w_CO2_2H2O_1,1,2,1,1,1
TEZKAM_w_CO2_2H2O_2,1,2,1,1,1
TEZKAM_w_CO2_2H2O_3,1,2,1,1,1
LOJLAZ_w_CO2_2H2O_1,1,2,1,1,1
LOJLAZ_w_CO2_2H2O_2,1,2,1,1,1
LOJLAZ_w_CO2_2H2O_3,1,2,1,1,1
LOJLAZ_w_CO2_2H2O_4,1,2,1,1,1
TERFUT_w_CO2_2H2O_1,1,2,1,1,1
TERFUT_w_CO2_2H2O_2,1,2,1,1,1
TERFUT_w_CO2_2H2O_3,1,2,1,1,1
TERFUT_w_CO2_2H2O_4,1,2,1,1,1
TERFUT_w_CO2_2H2O_5,1,2,1,1,1
TERFUT_w_CO2_2H2O_6,1,2,1,1,1
OWILAJ_w_CO2_2H2O_1,1,2,1,1,1
OWILAJ_w_CO2_2H2O_2,1,2,1,1,1
OWILAJ_w_CO2_2H2O_3,1,2,1,1,1
OWILAJ_w_CO2_2H2O_4,1,2,1,1,1
OWILAJ_w_CO2_2H2O_5,1,2,1,1,1
RAWZIA_w_CO2_2H2O_1,1,2,1,1,1
RAWZIA_w_CO2_2H2O_2,1,2,1,1,2
RAWZIA_w_CO2_2H2O_3,1,2,1,1,1
RAWZIA_w_CO2_2H2O_4,1,2,1,1,2
RAWZIA_w_CO2_2H2O_5,1,2,1,1,2
PORVUO_w_CO2_2H2O_1,1,2,2,1,1
PORVUO_w_CO2_2H2O_2,1,2,1,1,1
PORVUO_w_CO2_2H2O_3,1,2,2,1,1
PORVUO_w_CO2_2H2O_4,1,2,2,1,1
PORVUO_w_CO2_2H2O_5,1,2,2,1,1
PORVUO_w_CO2_2H2O_6,1,2,1,1,1
PORVUO_w_CO2_2H2O_random_1,1,2,2,1,1
PORVUO_w_CO2_2H2O_random_2,1,2,2,1,1
DAFYAN_w_CO2_2H2O_1,1,2,1,1,1
DAFYAN_w_CO2_2H2O_2,1,2,1,1,1
DAFYAN_w_CO2_2H2O_3,1,2,1,1,1
DAFYAN_w_CO2_2H2O_4,1,2,1,1,1
DAFYAN_w_CO2_2H2O_5,1,2,1,1,1
DAFYAN_w_CO2_2H2O_random_1,1,2,1,1,1
DAFYAN_w_CO2_2H2O_random_2,1,2,1,1,1
VUKRUQ_w_CO2_2H2O_1,1,2,1,1,1
VUKRUQ_w_CO2_2H2O_2,1,2,1,1,1
VUKRUQ_w_CO2_2H2O_3,1,2,1,1,1
VUKRUQ_w_CO2_2H2O_4,1,2,1,1,1
KEGZOL04_w_CO2_2H2O_1,1,2,1,1,1
KEGZOL04_w_CO2_2H2O_2,1,2,1,1,1
ZUTBUN_w_CO2_2H2O_1,1,2,1,1,1
ZUTBUN_w_CO2_2H2O_2,1,2,1,1,1
ZUTBUN_w_CO2_2H2O_3,1,2,1,1,1
ZUTBUN_w_CO2_2H2O_4,1,2,1,1,1
SIVGOV_w_CO2_2H2O_1,1,2,1,1,1
SIVGOV_w_CO2_2H2O_2,1,2,1,1,1
SIVGOV_w_CO2_2H2O_3,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_1,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_2,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_3,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_4,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_5,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_6,1,2,1,1,1
jacs.6b09113_ja6b09113_si_002_w_CO2_2H2O_7,1,2,1,1,1
BEFLUV_w_CO2_2H2O_1,1,2,1,1,1
BEFLUV_w_CO2_2H2O_2,1,2,1,1,1
BEFLUV_w_CO2_2H2O_3,1,2,1,1,1
BEFLUV_w_CO2_2H2O_4,1,2,1,1,1
WIRMOB_w_CO2_2H2O_1,1,2,1,1,1
QODHUO06_w_CO2_2H2O_1,1,2,1,1,1
QODHUO06_w_CO2_2H2O_2,1,2,1,1,1
QODHUO06_w_CO2_2H2O_3,1,2,1,1,1
QODHUO06_w_CO2_2H2O_4,1,2,1,1,1
WONZUV_w_CO2_2H2O_1,1,2,1,1,1
WONZUV_w_CO2_2H2O_2,1,2,1,1,1
WONZUV_w_CO2_2H2O_3,1,2,1,1,1
WONZUV_w_CO2_2H2O_4,1,2,1,1,1
WONZUV_w_CO2_2H2O_5,1,2,1,1,1
WONZUV_w_CO2_2H2O_6,1,2,1,1,1
WONZUV_w_CO2_2H2O_7,1,2,1,1,1
VANXUD_w_CO2_2H2O_1,1,2,1,1,2
VANXUD_w_CO2_2H2O_2,1,2,1,1,2
VANXUD_w_CO2_2H2O_3,1,2,1,1,1
VANXUD_w_CO2_2H2O_4,1,2,1,1,1
QOFDAS_w_CO2_2H2O_1,1,2,1,1,1
QOFDAS_w_CO2_2H2O_2,1,2,1,1,1
QOFDAS_w_CO2_2H2O_3,1,2,1,1,1
QOFDAS_w_CO2_2H2O_4,1,2,1,1,1
QOFDAS_w_CO2_2H2O_5,1,2,1,1,1
QOFDAS_w_CO2_2H2O_6,1,2,1,1,1
QOFDAS_w_CO2_2H2O_random_1,1,2,1,1,1
QOFDAS_w_CO2_2H2O_random_2,1,2,1,1,1
YIXZEM_w_CO2_2H2O_1,1,2,1,1,1
YIXZEM_w_CO2_2H2O_2,1,2,1,1,1
YIXZEM_w_CO2_2H2O_3,1,2,1,1,2
YIXZEM_w_CO2_2H2O_4,1,2,1,1,2
YIXZEM_w_CO2_2H2O_5,1,2,1,1,2
YIXZEM_w_CO2_2H2O_6,1,2,1,1,2
YIXZEM_w_CO2_2H2O_random_1,1,2,1,1,2
YIXZEM_w_CO2_2H2O_random_2,1,2,1,1,1
PEJPIF_charged_w_CO2_2H2O_1,1,2,1,1,1
PEJPIF_charged_w_CO2_2H2O_2,1,2,1,1,1
UCEGEQ_w_CO2_2H2O_1,1,2,1,1,1
UCEGEQ_w_CO2_2H2O_2,1,2,1,1,1
UCEGEQ_w_CO2_2H2O_3,1,2,1,1,1
PAHPOG_w_CO2_2H2O_1,1,2,1,1,1
PAHPOG_w_CO2_2H2O_2,1,2,1,1,1
PAHPOG_w_CO2_2H2O_3,1,2,1,1,1
PAHPOG_w_CO2_2H2O_4,1,2,1,1,1
WEBKOD_w_CO2_2H2O_1,1,2,1,1,1
WEBKOD_w_CO2_2H2O_2,1,2,1,1,1
WEBKOD_w_CO2_2H2O_3,1,2,1,1,1
WEBKOD_w_CO2_2H2O_4,1,2,1,1,1
NACVUI_w_CO2_2H2O_1,1,2,1,1,1
NACVUI_w_CO2_2H2O_2,1,2,1,1,1
NACVUI_w_CO2_2H2O_3,1,2,1,1,1
NACVUI_w_CO2_2H2O_4,1,2,1,1,1
IFEYIB_w_CO2_2H2O_1,1,2,1,1,1
IFEYIB_w_CO2_2H2O_2,1,2,1,1,1
IFEYIB_w_CO2_2H2O_3,1,2,1,1,1
OJIWIO_w_CO2_2H2O_1,1,2,1,1,1
OJIWIO_w_CO2_2H2O_2,1,2,1,1,1
OJIWIO_w_CO2_2H2O_3,1,2,1,1,1
OJIWIO_w_CO2_2H2O_4,1,2,1,1,1
LACQIS_w_CO2_2H2O_1,1,2,1,1,1
LACQIS_w_CO2_2H2O_2,1,2,1,1,1
LACQIS_w_CO2_2H2O_3,1,2,1,1,1
LACQIS_w_CO2_2H2O_4,1,2,1,1,1
KAVTEI_w_CO2_2H2O_1,1,2,1,1,1
KAVTEI_w_CO2_2H2O_2,1,2,1,1,1
KAVTEI_w_CO2_2H2O_3,1,2,1,1,1
KAVTEI_w_CO2_2H2O_4,1,2,1,1,1
DONNAW01_SL_w_CO2_2H2O_1,1,2,1,2,1
DONNAW01_SL_w_CO2_2H2O_2,1,2,1,1,1
DONNAW01_SL_w_CO2_2H2O_3,1,2,1,1,1
DONNAW01_SL_w_CO2_2H2O_4,1,2,1,1,1
DONNAW01_SL_w_CO2_2H2O_5,1,2,1,1,1
ZACCUB_w_CO2_2H2O_1,1,2,1,1,1
ZACCUB_w_CO2_2H2O_2,1,2,1,1,1
ZACCUB_w_CO2_2H2O_3,1,2,1,1,1
ZACCUB_w_CO2_2H2O_4,1,2,1,1,1
ORIWAP_w_CO2_2H2O_1,1,2,1,1,1
ORIWAP_w_CO2_2H2O_2,1,2,1,1,1
ORIWAP_w_CO2_2H2O_3,1,2,1,1,1
ORIWAP_w_CO2_2H2O_4,1,2,1,1,1
ORIWAP_w_CO2_2H2O_5,1,2,1,1,1
NOCLUN_w_CO2_2H2O_1,1,2,2,1,1
NOCLUN_w_CO2_2H2O_2,1,2,1,1,1
NOFHOG_w_CO2_2H2O_1,1,2,1,1,1
NOFHOG_w_CO2_2H2O_2,1,2,1,1,1
NOFHOG_w_CO2_2H2O_3,1,2,1,1,1
NOFHOG_w_CO2_2H2O_4,1,2,1,1,1
NOFHOG_w_CO2_2H2O_5,1,2,1,1,1
QEVKOS_w_CO2_2H2O_1,1,2,1,1,1
QEVKOS_w_CO2_2H2O_2,1,2,1,1,1
QUQHAM_w_CO2_2H2O_1,1,2,3,1,1
QUQHAM_w_CO2_2H2O_2,1,2,2,1,1
QUQHAM_w_CO2_2H2O_3,1,2,3,1,1
QUQHAM_w_CO2_2H2O_4,1,2,2,1,1
QUQHAM_w_CO2_2H2O_5,1,2,2,1,1
QUQHAM_w_CO2_2H2O_random_1,1,2,2,1,1
QUQHAM_w_CO2_2H2O_random_2,1,2,3,1,1
VIMRAM_w_CO2_2H2O_1,1,2,1,1,1
VIMRAM_w_CO2_2H2O_2,1,2,1,1,1
VIMRAM_w_CO2_2H2O_3,1,2,1,1,1
VIMRAM_w_CO2_2H2O_4,1,2,1,1,1
VIMRAM_w_CO2_2H2O_5,1,2,1,1,1
QUQWOQ_w_CO2_2H2O_1,1,2,1,1,1
QUQWOQ_w_CO2_2H2O_2,1,2,1,1,1
QUQWOQ_w_CO2_2H2O_3,1,2,1,1,1
QUQWOQ_w_CO2_2H2O_4,1,2,1,1,1
QUQWOQ_w_CO2_2H2O_5,1,2,1,1,1
QUQWOQ_w_CO2_2H2O_6,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_1,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_2,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_3,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_4,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_5,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_6,1,2,2,1,1
VUKHOZ_w_CO2_2H2O_7,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_8,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_random_1,1,2,1,1,1
VUKHOZ_w_CO2_2H2O_random_2,1,2,1,1,1
UBUMAH_w_CO2_2H2O_1,1,2,1,1,1
UBUMAH_w_CO2_2H2O_2,1,2,1,1,1
UBUMAH_w_CO2_2H2O_3,1,2,1,1,1
UBUMAH_w_CO2_2H2O_4,1,2,1,1,1
UBUMAH_w_CO2_2H2O_5,1,2,1,1,1
QODHUO07_w_CO2_2H2O_1,1,2,1,1,1
QODHUO07_w_CO2_2H2O_2,1,2,1,1,1
QODHUO07_w_CO2_2H2O_3,1,2,1,1,1
QODHUO07_w_CO2_2H2O_4,1,2,1,1,1
QODHUO07_w_CO2_2H2O_5,1,2,1,1,1
QODHUO07_w_CO2_2H2O_6,1,2,1,1,1
CUGYUA_w_CO2_2H2O_1,1,2,1,1,3
CUGYUA_w_CO2_2H2O_2,1,2,1,1,3
CUGYUA_w_CO2_2H2O_3,1,2,1,1,3
CUGYUA_w_CO2_2H2O_4,1,2,1,1,3
XUKNIC_w_CO2_2H2O_1,1,2,1,1,1
XUKNIC_w_CO2_2H2O_2,1,2,1,1,1
XUKNIC_w_CO2_2H2O_3,1,2,1,1,1
RUYVAK_w_CO2_2H2O_1,1,2,1,1,1
RUYVAK_w_CO2_2H2O_2,1,2,1,1,1
RUYVAK_w_CO2_2H2O_3,1,2,1,1,1
RUYVAK_w_CO2_2H2O_4,1,2,1,1,1
ULOLEO_w_CO2_2H2O_1,1,2,1,1,1
ULOLEO_w_CO2_2H2O_2,1,2,1,1,1
ULOLEO_w_CO2_2H2O_3,1,2,1,1,1
ULOLEO_w_CO2_2H2O_4,1,2,1,1,1
ULOLEO_w_CO2_2H2O_5,1,2,1,1,1
ULOLEO_w_CO2_2H2O_random_1,1,2,1,1,1
ULOLEO_w_CO2_2H2O_random_2,1,2,1,1,1
VACFUB01_w_CO2_2H2O_1,1,2,2,1,1
VACFUB01_w_CO2_2H2O_2,1,2,2,1,1
VACFUB01_w_CO2_2H2O_3,1,2,1,1,1
VACFUB01_w_CO2_2H2O_4,1,2,1,1,1
VACFUB01_w_CO2_2H2O_5,1,2,1,1,1
VACFUB01_w_CO2_2H2O_random_1,1,2,1,1,1
VACFUB01_w_CO2_2H2O_random_2,1,2,2,1,1
ja5131269_si_003_w_CO2_2H2O_1,1,2,1,1,1
ja5131269_si_003_w_CO2_2H2O_2,1,2,1,1,1
ja5131269_si_003_w_CO2_2H2O_3,1,2,1,1,1
ja5131269_si_003_w_CO2_2H2O_4,1,2,1,1,1
ja5131269_si_003_w_CO2_2H2O_5,1,2,1,1,1
ja5131269_si_003_w_CO2_2H2O_6,1,2,1,1,1
ja5131269_si_003_w_CO2_2H2O_7,1,2,1,1,1
FECYUJ_w_CO2_2H2O_1,1,2,1,1,1
FECYUJ_w_CO2_2H2O_2,1,2,1,1,1
FECYUJ_w_CO2_2H2O_3,1,2,1,1,1
FECYUJ_w_CO2_2H2O_4,1,2,1,1,1
ROBYOY_w_CO2_2H2O_1,1,2,1,1,1
ROBYOY_w_CO2_2H2O_2,1,2,1,1,1
ROBYOY_w_CO2_2H2O_3,1,2,1,1,1
ROBYOY_w_CO2_2H2O_4,1,2,1,1,1
JUNBUR_w_CO2_2H2O_1,1,2,1,1,1
JUNBUR_w_CO2_2H2O_2,1,2,1,1,1
JUNBUR_w_CO2_2H2O_3,1,2,1,1,1
JUNBUR_w_CO2_2H2O_4,1,2,1,1,1
ICIVEW_w_CO2_2H2O_1,1,2,1,1,1
ICIVEW_w_CO2_2H2O_2,1,2,1,1,1
ICIVEW_w_CO2_2H2O_3,1,2,1,1,1
ICIVEW_w_CO2_2H2O_4,1,2,1,1,1
ICIVEW_w_CO2_2H2O_random_1,1,2,1,1,1
ICIVEW_w_CO2_2H2O_random_2,1,2,1,1,1
YOZNAE_w_CO2_2H2O_1,1,2,1,1,1
YOZNAE_w_CO2_2H2O_2,1,2,1,1,1
YOZNAE_w_CO2_2H2O_3,1,2,1,1,1
WUYWIY_w_CO2_2H2O_1,1,2,1,1,1
WUYWIY_w_CO2_2H2O_2,1,2,1,1,1
WUYWIY_w_CO2_2H2O_3,1,2,1,1,1
WUYWIY_w_CO2_2H2O_4,1,2,1,1,1
WUYWIY_w_CO2_2H2O_5,1,2,1,1,1
WUYWIY_w_CO2_2H2O_6,1,2,1,1,1
KUGCOF_w_CO2_2H2O_1,1,2,1,1,2
KUGCOF_w_CO2_2H2O_2,1,2,1,1,1
KUGCOF_w_CO2_2H2O_3,1,2,1,1,2
KUGCOF_w_CO2_2H2O_4,1,2,1,1,2
QAWRIQ_w_CO2_2H2O_1,1,2,1,1,1
QAWRIQ_w_CO2_2H2O_2,1,2,1,1,1
QAWRIQ_w_CO2_2H2O_3,1,2,1,1,1
GUHNUU_w_CO2_2H2O_1,1,2,1,1,1
GUHNUU_w_CO2_2H2O_2,1,2,1,1,1
GUHNUU_w_CO2_2H2O_3,1,2,1,1,1
GUHNUU_w_CO2_2H2O_4,1,2,1,1,1
GUHNUU_w_CO2_2H2O_5,1,2,1,1,1
XOMGIQ_w_CO2_2H2O_1,1,2,1,1,1
XOMGIQ_w_CO2_2H2O_2,1,2,1,1,1
XOMGIQ_w_CO2_2H2O_3,1,2,1,1,1
XOMGIQ_w_CO2_2H2O_4,1,2,1,1,1
OKIWUB02_w_CO2_2H2O_1,1,2,1,1,1
OKIWUB02_w_CO2_2H2O_2,1,2,1,1,1
OKIWUB02_w_CO2_2H2O_3,1,2,1,1,1
OKIWUB02_w_CO2_2H2O_4,1,2,1,1,1
OKIWUB02_w_CO2_2H2O_5,1,2,1,1,1
MALRUM_w_CO2_2H2O_1,1,2,1,1,1
MALRUM_w_CO2_2H2O_2,1,2,1,1,1
MALRUM_w_CO2_2H2O_3,1,2,1,1,1
CAXWEF_w_CO2_2H2O_1,1,2,1,1,1
CAXWEF_w_CO2_2H2O_2,1,2,1,1,1
CAXWEF_w_CO2_2H2O_3,1,2,1,1,1
CAXWEF_w_CO2_2H2O_4,1,2,2,1,1
CAXWEF_w_CO2_2H2O_5,1,2,2,1,1
CAXWEF_w_CO2_2H2O_6,1,2,1,1,1
CAXWEF_w_CO2_2H2O_random_1,1,2,1,1,1
CAXWEF_w_CO2_2H2O_random_2,1,2,1,1,1
LAGNIS_w_CO2_2H2O_1,1,2,1,1,1
LAGNIS_w_CO2_2H2O_2,1,2,1,1,1
LAGNIS_w_CO2_2H2O_3,1,2,1,1,1
LAGNIS_w_CO2_2H2O_4,1,2,1,1,1
LAGNIS_w_CO2_2H2O_5,1,2,1,1,1
LAGNIS_w_CO2_2H2O_6,1,2,1,1,1
LAGNIS_w_CO2_2H2O_random_1,1,2,1,1,1
LAGNIS_w_CO2_2H2O_random_2,1,2,1,1,1
NIMTAE_w_CO2_2H2O_1,1,2,1,1,1
NIMTAE_w_CO2_2H2O_2,1,2,1,1,1
NIMTAE_w_CO2_2H2O_3,1,2,1,1,1
NIMTAE_w_CO2_2H2O_4,1,2,1,1,1
NIMTAE_w_CO2_2H2O_5,1,2,1,1,1
NIMTAE_w_CO2_2H2O_6,1,2,1,1,1
NUDMAC_w_CO2_2H2O_1,1,2,1,1,1
NUDMAC_w_CO2_2H2O_2,1,2,1,1,1
NUDMAC_w_CO2_2H2O_3,1,2,1,1,1
NUDMAC_w_CO2_2H2O_4,1,2,1,1,1
ESEVIH_w_CO2_2H2O_1,1,2,1,1,1
ESEVIH_w_CO2_2H2O_2,1,2,1,1,1
ESEVIH_w_CO2_2H2O_3,1,2,1,1,1
LUSHOX03_w_CO2_2H2O_1,1,2,1,1,1
LUSHOX03_w_CO2_2H2O_2,1,2,1,1,1
LUSHOX03_w_CO2_2H2O_3,1,2,1,1,1
QOFDEW_w_CO2_2H2O_1,1,2,1,1,1
QOFDEW_w_CO2_2H2O_2,1,2,1,1,1
QOFDEW_w_CO2_2H2O_3,1,2,1,1,1
QOFDEW_w_CO2_2H2O_4,1,2,1,1,1
VEHJUP_w_CO2_2H2O_1,1,2,1,1,1
VEHJUP_w_CO2_2H2O_2,1,2,1,1,1
VEHJUP_w_CO2_2H2O_3,1,2,1,1,1
FOJLOH_w_CO2_2H2O_1,1,2,1,1,1
FOJLOH_w_CO2_2H2O_2,1,2,1,1,1
FOJLOH_w_CO2_2H2O_3,1,2,1,1,1
FOJLOH_w_CO2_2H2O_4,1,2,1,1,1
FOJLOH_w_CO2_2H2O_5,1,2,1,1,1
MADWAQ_w_CO2_2H2O_1,1,2,1,1,1
MADWAQ_w_CO2_2H2O_2,1,2,2,1,1
ic7014034-file001_w_CO2_2H2O_1,1,2,1,1,1
ic7014034-file001_w_CO2_2H2O_2,1,2,1,1,1
ic7014034-file001_w_CO2_2H2O_3,1,2,1,1,1
ic7014034-file001_w_CO2_2H2O_4,1,2,1,1,1
ARUYUH_w_CO2_2H2O_1,1,2,1,1,1
ARUYUH_w_CO2_2H2O_2,1,2,1,1,1
ARUYUH_w_CO2_2H2O_3,1,2,1,1,1
HEGPAL_w_CO2_2H2O_1,1,2,1,1,1
HEGPAL_w_CO2_2H2O_2,1,2,1,1,1
HEGPAL_w_CO2_2H2O_3,1,2,1,1,1
HEGPAL_w_CO2_2H2O_4,1,2,1,1,1
HEGPAL_w_CO2_2H2O_5,1,2,1,1,1
BEXSAA_w_CO2_2H2O_1,1,2,1,1,1
BEXSAA_w_CO2_2H2O_2,1,2,1,1,1
BEXSAA_w_CO2_2H2O_3,1,2,1,1,1
BEXSAA_w_CO2_2H2O_4,1,2,1,1,1
BEXSAA_w_CO2_2H2O_5,1,2,1,1,1
BEXSAA_w_CO2_2H2O_6,1,2,1,1,1
BEXSAA_w_CO2_2H2O_7,1,2,1,1,1
LAMHAI_w_CO2_2H2O_1,1,2,1,1,1
LAMHAI_w_CO2_2H2O_2,1,2,1,1,2
LAMHAI_w_CO2_2H2O_3,1,2,1,1,1
NOQKOV_w_CO2_2H2O_1,1,2,1,1,1
NOQKOV_w_CO2_2H2O_2,1,2,1,1,1
NOQKOV_w_CO2_2H2O_3,1,2,1,1,1
NOQKOV_w_CO2_2H2O_4,1,2,1,1,1
NOQKOV_w_CO2_2H2O_5,1,2,1,1,1
NOQKOV_w_CO2_2H2O_6,1,2,1,1,1
NOQKOV_w_CO2_2H2O_random_1,1,2,1,1,1
NOQKOV_w_CO2_2H2O_random_2,1,2,1,1,1
FEBPUY_w_CO2_2H2O_1,1,2,1,1,1
FEBPUY_w_CO2_2H2O_2,1,2,1,1,1
URUVUA_w_CO2_2H2O_1,1,2,1,1,1
URUVUA_w_CO2_2H2O_2,1,2,1,1,1
URUVUA_w_CO2_2H2O_3,1,2,1,1,1
URUVUA_w_CO2_2H2O_4,1,2,1,1,1
URUVUA_w_CO2_2H2O_5,1,2,1,1,1
URUVUA_w_CO2_2H2O_6,1,2,1,1,1
URUVUA_w_CO2_2H2O_7,1,2,1,1,1
PEWXUL01_w_CO2_2H2O_1,1,2,1,1,1
PEWXUL01_w_CO2_2H2O_2,1,2,1,1,1
PEWXUL01_w_CO2_2H2O_3,1,2,1,1,1
PEWXUL01_w_CO2_2H2O_4,1,2,1,1,1
REXDUV_w_CO2_2H2O_1,1,2,1,1,1
REXDUV_w_CO2_2H2O_2,1,2,1,1,1
REXDUV_w_CO2_2H2O_3,1,2,1,1,1
REXDUV_w_CO2_2H2O_4,1,2,1,1,1
REXDUV_w_CO2_2H2O_5,1,2,1,1,1
REXDUV_w_CO2_2H2O_6,1,2,1,1,1
REXDUV_w_CO2_2H2O_random_1,1,2,1,1,1
REXDUV_w_CO2_2H2O_random_2,1,2,1,1,1
VAZTOG_w_CO2_2H2O_1,1,2,1,1,1
VAZTOG_w_CO2_2H2O_2,1,2,1,1,1
VAZTOG_w_CO2_2H2O_3,1,2,1,1,1
VAZTOG_w_CO2_2H2O_4,1,2,1,1,1
VAZTOG_w_CO2_2H2O_5,1,2,1,1,1
NUVXOT_w_CO2_2H2O_1,1,2,1,1,1
NUVXOT_w_CO2_2H2O_2,1,2,1,1,1
NUVXOT_w_CO2_2H2O_3,1,2,1,1,1
ROQVIE_w_CO2_2H2O_1,1,2,1,1,1
ROQVIE_w_CO2_2H2O_2,1,2,1,1,1
ROQVIE_w_CO2_2H2O_3,1,2,1,1,1
ROQVIE_w_CO2_2H2O_4,1,2,1,1,1
ROQVIE_w_CO2_2H2O_5,1,2,1,1,1
ROQVIE_w_CO2_2H2O_random_1,1,2,1,1,1
ROQVIE_w_CO2_2H2O_random_2,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_1,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_2,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_3,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_4,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_5,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_6,1,2,1,1,1
cm303749m_si_001_w_CO2_2H2O_7,1,2,1,1,1
ja406030p_si_009_manual_w_CO2_2H2O_1,1,2,1,1,1
ja406030p_si_009_manual_w_CO2_2H2O_2,1,2,1,1,1
ja406030p_si_009_manual_w_CO2_2H2O_3,1,2,1,1,1
ja406030p_si_009_manual_w_CO2_2H2O_4,1,2,1,1,1
ja406030p_si_009_manual_w_CO2_2H2O_5,1,2,1,1,1
IQOJEF_w_CO2_2H2O_1,1,2,1,1,1
IQOJEF_w_CO2_2H2O_2,1,2,1,1,1
IQOJEF_w_CO2_2H2O_3,1,2,1,1,1
IQOJEF_w_CO2_2H2O_4,1,2,1,1,1
IQOJEF_w_CO2_2H2O_5,1,2,1,1,1
ja0660047si20060818_060256_w_CO2_2H2O_1,1,2,1,1,1
ja0660047si20060818_060256_w_CO2_2H2O_2,1,2,1,1,1
ja0660047si20060818_060256_w_CO2_2H2O_3,1,2,1,1,1
ja0660047si20060818_060256_w_CO2_2H2O_4,1,2,1,1,1
ja0660047si20060818_060256_w_CO2_2H2O_5,1,2,1,1,1
ITIPAE_w_CO2_2H2O_1,1,2,1,1,1
ITIPAE_w_CO2_2H2O_2,1,2,1,1,1
ITIPAE_w_CO2_2H2O_3,1,2,1,1,1
ITIPAE_w_CO2_2H2O_4,1,2,1,1,1
DUZPUL_w_CO2_2H2O_1,1,2,1,1,1
DUZPUL_w_CO2_2H2O_2,1,2,1,1,1
DUZPUL_w_CO2_2H2O_3,1,2,1,1,1
DUZPUL_w_CO2_2H2O_4,1,2,1,1,1
DUZPUL_w_CO2_2H2O_5,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_1,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_2,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_3,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_4,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_5,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_random_1,1,2,1,1,1
QALGUH_SL_w_CO2_2H2O_random_2,1,2,1,1,1
IVIPEK_w_CO2_2H2O_1,1,2,1,1,1
IVIPEK_w_CO2_2H2O_2,1,2,1,1,1
EXIDOF_w_CO2_2H2O_1,1,2,1,1,1
EXIDOF_w_CO2_2H2O_2,1,2,1,1,1
EXIDOF_w_CO2_2H2O_3,1,2,1,1,1
IXOFUX_w_CO2_2H2O_1,1,2,1,1,1
IXOFUX_w_CO2_2H2O_2,1,2,1,1,1
IXOFUX_w_CO2_2H2O_3,1,2,1,1,1
IXOFUX_w_CO2_2H2O_4,1,2,1,1,1
IXOFUX_w_CO2_2H2O_5,1,2,1,1,1
